,CBSA,GEOID,total,mtotal,ftotal,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,Area,ID,CBSAFIPS
559,"Sandusky, OH Micro Area",310M500US41780,74780,36673,38107,5822,5466,11288,5203,5092,10295,4023,4137,8160,4053,4347,8400,8143,8554,16697,7369,8561,15930,7.8,7.3,15.1,7.0,6.8,13.8,5.4,5.5,10.9,5.4,5.8,11.2,10.9,11.4,22.3,9.9,11.4,21.3,Sandusky, OH,Micro Area,41780,41780
560,"Sanford, NC Micro Area",310M500US41820,60481,29309,31172,5455,5396,10851,4455,4473,8928,3657,3737,7394,3726,4021,7747,5798,6118,11916,4214,5531,9745,9.0,8.9,17.9,7.4,7.4,14.8,6.0,6.2,12.2,6.2,6.6,12.8,9.6,10.1,19.7,7.0,9.1,16.1,Sanford, NC,Micro Area,41820,41820
561,"San Francisco-Oakland-Berkeley, CA Metro Area",310M500US41860,4701332,2325587,2375745,345892,331083,676975,378637,367245,745882,375656,363233,738889,329655,327791,657446,449932,462334,912266,313949,397987,711936,7.4,7.0,14.4,8.1,7.8,15.9,8.0,7.7,15.7,7.0,7.0,14.0,9.6,9.8,19.4,6.7,8.5,15.1,San Francisco-Oakland-Berkeley, CA,Metro Area,41860,41860
562,"San Germán, PR Metro Area",310M500US41900,125324,59961,65363,9491,8985,18476,9825,9761,19586,6053,7125,13178,8103,8300,16403,11154,12719,23873,12732,16014,28746,7.6,7.2,14.7,7.8,7.8,15.6,4.8,5.7,10.5,6.5,6.6,13.1,8.9,10.1,19.0,10.2,12.8,22.9,San Germán, PR,Metro Area,41900,41900
563,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M500US41940,1987846,1004573,983273,165664,158005,323669,174203,153990,328193,160356,145684,306040,141926,139177,281103,184092,182655,366747,116607,145096,261703,8.3,7.9,16.3,8.8,7.7,16.5,8.1,7.3,15.4,7.1,7.0,14.1,9.3,9.2,18.4,5.9,7.3,13.2,San Jose-Sunnyvale-Santa Clara, CA,Metro Area,41940,41940
564,"San Juan-Bayamón-Caguas, PR Metro Area",310M500US41980,2100207,990754,1109453,161575,156393,317968,172198,174111,346309,120173,135034,255207,127422,141645,269067,188467,224941,413408,174382,232926,407308,7.7,7.4,15.1,8.2,8.3,16.5,5.7,6.4,12.2,6.1,6.7,12.8,9.0,10.7,19.7,8.3,11.1,19.4,San Juan-Bayamón-Caguas, PR,Metro Area,41980,41980
565,"Sayre, PA Micro Area",310M500US42380,60963,30071,30892,4924,4865,9789,3965,3863,7828,3404,3263,6667,3230,3458,6688,6797,6881,13678,5943,6728,12671,8.1,8.0,16.1,6.5,6.3,12.8,5.6,5.4,10.9,5.3,5.7,11.0,11.1,11.3,22.4,9.7,11.0,20.8,Sayre, PA,Micro Area,42380,42380
566,"Scottsbluff, NE Micro Area",310M500US42420,38015,18387,19628,3429,3374,6803,2733,2632,5365,2130,2314,4444,2068,2017,4085,3625,3932,7557,3091,4083,7174,9.0,8.9,17.9,7.2,6.9,14.1,5.6,6.1,11.7,5.4,5.3,10.7,9.5,10.3,19.9,8.1,10.7,18.9,Scottsbluff, NE,Micro Area,42420,42420
567,"Scottsboro, AL Micro Area",310M500US42460,51852,25381,26471,4194,4032,8226,3477,3423,6900,2896,2992,5888,3384,3360,6744,5449,5776,11225,4452,5661,10113,8.1,7.8,15.9,6.7,6.6,13.3,5.6,5.8,11.4,6.5,6.5,13.0,10.5,11.1,21.6,8.6,10.9,19.5,Scottsboro, AL,Micro Area,42460,42460
568,"Scottsburg, IN Micro Area",310M500US42500,23759,11681,12078,1850,2044,3894,1855,1616,3471,1288,1272,2560,1718,1670,3388,2455,2620,5075,1751,2196,3947,7.8,8.6,16.4,7.8,6.8,14.6,5.4,5.4,10.8,7.2,7.0,14.3,10.3,11.0,21.4,7.4,9.2,16.6,Scottsburg, IN,Micro Area,42500,42500
569,"Scranton--Wilkes-Barre, PA Metro Area",310M500US42540,555642,272950,282692,42200,39926,82126,43889,41099,84988,33631,32205,65836,33568,33279,66847,58052,59818,117870,46973,62232,109205,7.6,7.2,14.8,7.9,7.4,15.3,6.1,5.8,11.8,6.0,6.0,12.0,10.4,10.8,21.2,8.5,11.2,19.7,Scranton--Wilkes-Barre, PA,Metro Area,42540,42540
570,"Searcy, AR Micro Area",310M500US42620,78762,38474,40288,6901,6669,13570,6833,7232,14065,5063,5073,10136,4170,4419,8589,7350,7479,14829,5580,7111,12691,8.8,8.5,17.2,8.7,9.2,17.9,6.4,6.4,12.9,5.3,5.6,10.9,9.3,9.5,18.8,7.1,9.0,16.1,Searcy, AR,Micro Area,42620,42620
571,"Seattle-Tacoma-Bellevue, WA Metro Area",310M500US42660,3871323,1938723,1932600,305236,293028,598264,338359,313073,651432,317204,299815,617019,265311,259319,524630,365044,369734,734778,225820,281763,507583,7.9,7.6,15.5,8.7,8.1,16.8,8.2,7.7,15.9,6.9,6.7,13.6,9.4,9.6,19.0,5.8,7.3,13.1,Seattle-Tacoma-Bellevue, WA,Metro Area,42660,42660
572,"Sebastian-Vero Beach, FL Metro Area",310M500US42680,153989,73951,80038,9561,9297,18858,8999,8136,17135,6537,7389,13926,7140,7579,14719,15446,17783,33229,22765,26920,49685,6.2,6.0,12.2,5.8,5.3,11.1,4.2,4.8,9.0,4.6,4.9,9.6,10.0,11.5,21.6,14.8,17.5,32.3,Sebastian-Vero Beach, FL,Metro Area,42680,42680
573,"Sebring-Avon Park, FL Metro Area",310M500US42700,103437,50361,53076,6508,6382,12890,6127,5370,11497,4686,4732,9418,4512,4759,9271,8961,10109,19070,17043,19366,36409,6.3,6.2,12.5,5.9,5.2,11.1,4.5,4.6,9.1,4.4,4.6,9.0,8.7,9.8,18.4,16.5,18.7,35.2,Sebring-Avon Park, FL,Metro Area,42700,42700
574,"Sedalia, MO Micro Area",310M500US42740,42355,21063,21292,4044,3567,7611,3206,3289,6495,2668,2598,5266,2438,2349,4787,4132,4208,8340,3031,3912,6943,9.5,8.4,18.0,7.6,7.8,15.3,6.3,6.1,12.4,5.8,5.5,11.3,9.8,9.9,19.7,7.2,9.2,16.4,Sedalia, MO,Micro Area,42740,42740
575,"Selinsgrove, PA Micro Area",310M500US42780,40483,20143,20340,3266,3040,6306,3690,3557,7247,2264,2181,4445,2337,2314,4651,4141,4105,8246,3288,4131,7419,8.1,7.5,15.6,9.1,8.8,17.9,5.6,5.4,11.0,5.8,5.7,11.5,10.2,10.1,20.4,8.1,10.2,18.3,Selinsgrove, PA,Micro Area,42780,42780
576,"Selma, AL Micro Area",310M500US42820,39149,18039,21110,3547,3489,7036,2731,3160,5891,1976,2619,4595,1935,2244,4179,3783,4463,8246,2865,3944,6809,9.1,8.9,18.0,7.0,8.1,15.0,5.0,6.7,11.7,4.9,5.7,10.7,9.7,11.4,21.1,7.3,10.1,17.4,Selma, AL,Micro Area,42820,42820
577,"Seneca, SC Micro Area",310M500US42860,77528,38138,39390,5978,5737,11715,5415,5006,10421,4243,3933,8176,4103,4472,8575,8209,8839,17048,8226,9432,17658,7.7,7.4,15.1,7.0,6.5,13.4,5.5,5.1,10.5,5.3,5.8,11.1,10.6,11.4,22.0,10.6,12.2,22.8,Seneca, SC,Micro Area,42860,42860
578,"Seneca Falls, NY Micro Area",310M500US42900,34390,17957,16433,2582,2456,5038,3017,2227,5244,2330,1835,4165,2268,1865,4133,3828,3728,7556,2941,3472,6413,7.5,7.1,14.6,8.8,6.5,15.2,6.8,5.3,12.1,6.6,5.4,12.0,11.1,10.8,22.0,8.6,10.1,18.6,Seneca Falls, NY,Micro Area,42900,42900
579,"Sevierville, TN Micro Area",310M500US42940,97068,47695,49373,7655,7006,14661,7353,6836,14189,5573,5515,11088,5970,6177,12147,9963,11098,21061,8405,10283,18688,7.9,7.2,15.1,7.6,7.0,14.6,5.7,5.7,11.4,6.2,6.4,12.5,10.3,11.4,21.7,8.7,10.6,19.3,Sevierville, TN,Micro Area,42940,42940
580,"Seymour, IN Micro Area",310M500US42980,44025,21842,22183,3982,3904,7886,3040,2955,5995,2938,3106,6044,2982,2506,5488,4212,4527,8739,3102,3876,6978,9.0,8.9,17.9,6.9,6.7,13.6,6.7,7.1,13.7,6.8,5.7,12.5,9.6,10.3,19.9,7.0,8.8,15.9,Seymour, IN,Micro Area,42980,42980
581,"San Luis Obispo-Paso Robles, CA Metro Area",310M500US42020,282165,143006,139159,18923,18099,37022,32157,27239,59396,18083,15922,34005,14784,13366,28150,26988,28603,55591,25393,29454,54847,6.7,6.4,13.1,11.4,9.7,21.1,6.4,5.6,12.1,5.2,4.7,10.0,9.6,10.1,19.7,9.0,10.4,19.4,San Luis Obispo-Paso Robles, CA,Metro Area,42020,42020
582,"Santa Cruz-Watsonville, CA Metro Area",310M500US42100,273962,135634,138328,19897,19032,38929,29529,28945,58474,16016,15989,32005,16482,16215,32697,26570,27940,54510,19937,23218,43155,7.3,6.9,14.2,10.8,10.6,21.3,5.8,5.8,11.7,6.0,5.9,11.9,9.7,10.2,19.9,7.3,8.5,15.8,Santa Cruz-Watsonville, CA,Metro Area,42100,42100
583,"Santa Fe, NM Metro Area",310M500US42140,149293,72380,76913,10409,10578,20987,9751,9436,19187,8757,8482,17239,8608,8604,17212,15717,17910,33627,15784,18754,34538,7.0,7.1,14.1,6.5,6.3,12.9,5.9,5.7,11.5,5.8,5.8,11.5,10.5,12.0,22.5,10.6,12.6,23.1,Santa Fe, NM,Metro Area,42140,42140
584,"Santa Isabel, PR Micro Area",310M500US42180,21757,10496,11261,1949,1876,3825,1809,1906,3715,1257,1366,2623,1591,1866,3457,1789,1903,3692,1585,1859,3444,9.0,8.6,17.6,8.3,8.8,17.1,5.8,6.3,12.1,7.3,8.6,15.9,8.2,8.7,17.0,7.3,8.5,15.8,Santa Isabel, PR,Micro Area,42180,42180
585,"Santa Maria-Santa Barbara, CA Metro Area",310M500US42200,444829,222659,222170,35940,35085,71025,52559,49677,102236,27955,25005,52960,24985,24005,48990,36804,38092,74896,29920,36643,66563,8.1,7.9,16.0,11.8,11.2,23.0,6.3,5.6,11.9,5.6,5.4,11.0,8.3,8.6,16.8,6.7,8.2,15.0,Santa Maria-Santa Barbara, CA,Metro Area,42200,42200
586,"Santa Rosa-Petaluma, CA Metro Area",310M500US42220,499772,244045,255727,37814,36239,74053,37580,36244,73824,32208,31660,63868,30965,30479,61444,50769,55764,106533,41938,52975,94913,7.6,7.3,14.8,7.5,7.3,14.8,6.4,6.3,12.8,6.2,6.1,12.3,10.2,11.2,21.3,8.4,10.6,19.0,Santa Rosa-Petaluma, CA,Metro Area,42220,42220
587,"Sault Ste. Marie, MI Micro Area",310M500US42300,37629,20498,17131,2597,2452,5049,4086,3022,7108,2770,1874,4644,2705,1852,4557,4221,3567,7788,3202,3449,6651,6.9,6.5,13.4,10.9,8.0,18.9,7.4,5.0,12.3,7.2,4.9,12.1,11.2,9.5,20.7,8.5,9.2,17.7,Sault Ste. Marie, MI,Micro Area,42300,42300
588,"Savannah, GA Metro Area",310M500US42340,386036,187309,198727,32553,31154,63707,35789,35878,71667,27384,28113,55497,22604,24195,46799,32427,36727,69154,23535,30310,53845,8.4,8.1,16.5,9.3,9.3,18.6,7.1,7.3,14.4,5.9,6.3,12.1,8.4,9.5,17.9,6.1,7.9,13.9,Savannah, GA,Metro Area,42340,42340
589,"Shawano, WI Micro Area",310M500US43020,45462,22717,22745,3977,3713,7690,2911,2695,5606,2360,2399,4759,2681,2660,5341,5222,5155,10377,4227,4838,9065,8.7,8.2,16.9,6.4,5.9,12.3,5.2,5.3,10.5,5.9,5.9,11.7,11.5,11.3,22.8,9.3,10.6,19.9,Shawano, WI,Micro Area,43020,43020
590,"Shawnee, OK Micro Area",310M500US43060,72154,34523,37631,6471,6314,12785,5626,6110,11736,4331,4725,9056,4088,4709,8797,6535,7230,13765,5148,6400,11548,9.0,8.8,17.7,7.8,8.5,16.3,6.0,6.5,12.6,5.7,6.5,12.2,9.1,10.0,19.1,7.1,8.9,16.0,Shawnee, OK,Micro Area,43060,43060
591,"Sheboygan, WI Metro Area",310M500US43100,115178,57965,57213,9855,9440,19295,8536,7538,16074,6965,6668,13633,7490,6740,14230,12731,12689,25420,9125,10993,20118,8.6,8.2,16.8,7.4,6.5,14.0,6.0,5.8,11.8,6.5,5.9,12.4,11.1,11.0,22.1,7.9,9.5,17.5,Sheboygan, WI,Metro Area,43100,43100
592,"Shelby, NC Micro Area",310M500US43140,97282,47012,50270,8120,7861,15981,7489,7566,15055,4813,5524,10337,5871,6124,11995,10161,10630,20791,7685,10007,17692,8.3,8.1,16.4,7.7,7.8,15.5,4.9,5.7,10.6,6.0,6.3,12.3,10.4,10.9,21.4,7.9,10.3,18.2,Shelby, NC,Micro Area,43140,43140
593,"Shelbyville, TN Micro Area",310M500US43180,48292,23834,24458,4666,4408,9074,3805,3600,7405,2915,2928,5843,3214,3316,6530,4375,4595,8970,3245,4014,7259,9.7,9.1,18.8,7.9,7.5,15.3,6.0,6.1,12.1,6.7,6.9,13.5,9.1,9.5,18.6,6.7,8.3,15.0,Shelbyville, TN,Micro Area,43180,43180
594,"Shelton, WA Micro Area",310M500US43220,63804,33063,30741,4845,4223,9068,4719,3501,8220,3995,3756,7751,3590,3021,6611,7259,7161,14420,6901,7482,14383,7.6,6.6,14.2,7.4,5.5,12.9,6.3,5.9,12.1,5.6,4.7,10.4,11.4,11.2,22.6,10.8,11.7,22.5,Shelton, WA,Micro Area,43220,43220
595,"Sheridan, WY Micro Area",310M500US43260,30140,15015,15125,2471,2452,4923,2056,1939,3995,1938,1886,3824,1726,1661,3387,3088,3243,6331,2968,3199,6167,8.2,8.1,16.3,6.8,6.4,13.3,6.4,6.3,12.7,5.7,5.5,11.2,10.2,10.8,21.0,9.8,10.6,20.5,Sheridan, WY,Micro Area,43260,43260
596,"Sherman-Denison, TX Metro Area",310M500US43300,131014,63944,67070,11725,11104,22829,9820,9729,19549,7077,7935,15012,7976,7846,15822,12848,13740,26588,10295,12648,22943,8.9,8.5,17.4,7.5,7.4,14.9,5.4,6.1,11.5,6.1,6.0,12.1,9.8,10.5,20.3,7.9,9.7,17.5,Sherman-Denison, TX,Metro Area,43300,43300
597,"Show Low, AZ Micro Area",310M500US43320,109270,54721,54549,11103,10617,21720,8672,7595,16267,6342,6049,12391,5831,5628,11459,9871,10770,20641,8992,10070,19062,10.2,9.7,19.9,7.9,7.0,14.9,5.8,5.5,11.3,5.3,5.2,10.5,9.0,9.9,18.9,8.2,9.2,17.4,Show Low, AZ,Micro Area,43320,43320
598,"Shreveport-Bossier City, LA Metro Area",310M500US43340,399619,192141,207478,35416,34285,69701,32024,31481,63505,26964,27928,54892,21760,24423,46183,35416,39798,75214,26785,35991,62776,8.9,8.6,17.4,8.0,7.9,15.9,6.7,7.0,13.7,5.4,6.1,11.6,8.9,10.0,18.8,6.7,9.0,15.7,Shreveport-Bossier City, LA,Metro Area,43340,43340
599,"Sidney, OH Micro Area",310M500US43380,48749,24594,24155,4760,4308,9068,3618,3370,6988,2688,2701,5389,3041,3014,6055,5251,5011,10262,3555,4244,7799,9.8,8.8,18.6,7.4,6.9,14.3,5.5,5.5,11.1,6.2,6.2,12.4,10.8,10.3,21.1,7.3,8.7,16.0,Sidney, OH,Micro Area,43380,43380
600,"Sierra Vista-Douglas, AZ Metro Area",310M500US43420,125867,63967,61900,10173,9799,19972,10581,8344,18925,8144,6803,14947,6729,6424,13153,11553,12625,24178,13069,14209,27278,8.1,7.8,15.9,8.4,6.6,15.0,6.5,5.4,11.9,5.3,5.1,10.4,9.2,10.0,19.2,10.4,11.3,21.7,Sierra Vista-Douglas, AZ,Metro Area,43420,43420
601,"Sikeston, MO Micro Area",310M500US43460,38633,18685,19948,3471,3256,6727,2760,2802,5562,2142,2411,4553,2229,2319,4548,3787,4085,7872,2998,3887,6885,9.0,8.4,17.4,7.1,7.3,14.4,5.5,6.2,11.8,5.8,6.0,11.8,9.8,10.6,20.4,7.8,10.1,17.8,Sikeston, MO,Micro Area,43460,43460
602,"Silver City, NM Micro Area",310M500US43500,27669,13652,14017,2166,1933,4099,1763,1745,3508,1353,1556,2909,1393,1371,2764,2595,2968,5563,3596,3751,7347,7.8,7.0,14.8,6.4,6.3,12.7,4.9,5.6,10.5,5.0,5.0,10.0,9.4,10.7,20.1,13.0,13.6,26.6,Silver City, NM,Micro Area,43500,43500
603,"Sioux City, IA-NE-SD Metro Area",310M500US43580,143846,71514,72332,14117,13328,27445,11650,10981,22631,9512,9175,18687,7999,8390,16389,13372,13312,26684,9622,11971,21593,9.8,9.3,19.1,8.1,7.6,15.7,6.6,6.4,13.0,5.6,5.8,11.4,9.3,9.3,18.6,6.7,8.3,15.0,Sioux City, IA,NE-SD Metro Area,43580,43580
604,"Sioux Falls, SD Metro Area",310M500US43620,259348,130188,129160,24560,23069,47629,20982,20596,41578,20601,18671,39272,15681,15157,30838,23297,23396,46693,15111,18586,33697,9.5,8.9,18.4,8.1,7.9,16.0,7.9,7.2,15.1,6.0,5.8,11.9,9.0,9.0,18.0,5.8,7.2,13.0,Sioux Falls, SD,Metro Area,43620,43620
605,"Snyder, TX Micro Area",310M500US43660,17096,9277,7819,1668,1488,3156,1593,1152,2745,1353,1024,2377,1336,746,2082,1629,1386,3015,1136,1442,2578,9.8,8.7,18.5,9.3,6.7,16.1,7.9,6.0,13.9,7.8,4.4,12.2,9.5,8.1,17.6,6.6,8.4,15.1,Snyder, TX,Micro Area,43660,43660
606,"Somerset, KY Micro Area",310M500US43700,64350,31316,33034,5360,5159,10519,4449,4387,8836,3467,3912,7379,4063,4050,8113,6687,6992,13679,5415,6590,12005,8.3,8.0,16.3,6.9,6.8,13.7,5.4,6.1,11.5,6.3,6.3,12.6,10.4,10.9,21.3,8.4,10.2,18.7,Somerset, KY,Micro Area,43700,43700
607,"Somerset, PA Micro Area",310M500US43740,74361,38821,35540,5190,4970,10160,5440,4099,9539,4895,3806,8701,5195,4046,9241,8930,8157,17087,7356,8822,16178,7.0,6.7,13.7,7.3,5.5,12.8,6.6,5.1,11.7,7.0,5.4,12.4,12.0,11.0,23.0,9.9,11.9,21.8,Somerset, PA,Micro Area,43740,43740
608,"Sonora, CA Micro Area",310M500US43760,54045,28112,25933,3346,3207,6553,4136,2961,7097,3532,2688,6220,3240,2513,5753,5981,6180,12161,6658,7169,13827,6.2,5.9,12.1,7.7,5.5,13.1,6.5,5.0,11.5,6.0,4.6,10.6,11.1,11.4,22.5,12.3,13.3,25.6,Sonora, CA,Micro Area,43760,43760
609,"South Bend-Mishawaka, IN-MI Metro Area",310M500US43780,321739,157217,164522,28196,26640,54836,27072,28202,55274,19162,19056,38218,18836,19622,38458,30693,32241,62934,23124,28940,52064,8.8,8.3,17.0,8.4,8.8,17.2,6.0,5.9,11.9,5.9,6.1,12.0,9.5,10.0,19.6,7.2,9.0,16.2,South Bend-Mishawaka, IN,MI Metro Area,43780,43780
610,"Spartanburg, SC Metro Area",310M500US43900,307617,149276,158341,26883,25947,52830,24944,25545,50489,18836,19522,38358,18661,19541,38202,28986,31025,60011,21482,27517,48999,8.7,8.4,17.2,8.1,8.3,16.4,6.1,6.3,12.5,6.1,6.4,12.4,9.4,10.1,19.5,7.0,8.9,15.9,Spartanburg, SC,Metro Area,43900,43900
611,"Spearfish, SD Micro Area",310M500US43940,25478,12659,12819,1711,1733,3444,2384,2390,4774,1501,1297,2798,1243,1301,2544,2752,2735,5487,2504,2866,5370,6.7,6.8,13.5,9.4,9.4,18.7,5.9,5.1,11.0,4.9,5.1,10.0,10.8,10.7,21.5,9.8,11.2,21.1,Spearfish, SD,Micro Area,43940,43940
612,"Spencer, IA Micro Area",310M500US43980,16211,7998,8213,1281,1322,2603,1060,981,2041,886,937,1823,1022,899,1921,1697,1739,3436,1476,1853,3329,7.9,8.2,16.1,6.5,6.1,12.6,5.5,5.8,11.2,6.3,5.5,11.8,10.5,10.7,21.2,9.1,11.4,20.5,Spencer, IA,Micro Area,43980,43980
613,"Spirit Lake, IA Micro Area",310M500US44020,17127,8519,8608,1340,1104,2444,988,949,1937,951,1026,1977,933,773,1706,1919,1978,3897,1975,2399,4374,7.8,6.4,14.3,5.8,5.5,11.3,5.6,6.0,11.5,5.4,4.5,10.0,11.2,11.5,22.8,11.5,14.0,25.5,Spirit Lake, IA,Micro Area,44020,44020
614,"Spokane-Spokane Valley, WA Metro Area",310M500US44060,550160,272964,277196,45670,43067,88737,47606,45308,92914,36565,36011,72576,32337,31720,64057,52691,56102,108793,40944,48955,89899,8.3,7.8,16.1,8.7,8.2,16.9,6.6,6.5,13.2,5.9,5.8,11.6,9.6,10.2,19.8,7.4,8.9,16.3,Spokane-Spokane Valley, WA,Metro Area,44060,44060
615,"Springfield, IL Metro Area",310M500US44100,209167,100527,108640,17722,17097,34819,14801,15171,29972,12987,13470,26457,12140,13256,25396,21192,22935,44127,15472,20862,36334,8.5,8.2,16.6,7.1,7.3,14.3,6.2,6.4,12.6,5.8,6.3,12.1,10.1,11.0,21.1,7.4,10.0,17.4,Springfield, IL,Metro Area,44100,44100
616,"Springfield, MA Metro Area",310M500US44140,699480,335632,363848,52891,50474,103365,66162,69671,135833,39292,41339,80631,39119,43058,82177,68647,75490,144137,51589,67097,118686,7.6,7.2,14.8,9.5,10.0,19.4,5.6,5.9,11.5,5.6,6.2,11.7,9.8,10.8,20.6,7.4,9.6,17.0,Springfield, MA,Metro Area,44140,44140
617,"Springfield, MO Metro Area",310M500US44180,462434,226255,236179,38769,36631,75400,42840,43850,86690,30018,29162,59180,26661,26609,53270,40794,43646,84440,32585,42186,74771,8.4,7.9,16.3,9.3,9.5,18.7,6.5,6.3,12.8,5.8,5.8,11.5,8.8,9.4,18.3,7.0,9.1,16.2,Springfield, MO,Metro Area,44180,44180
618,"Springfield, OH Metro Area",310M500US44220,134726,65237,69489,11546,10916,22462,9960,10148,20108,7103,8047,15150,7742,7748,15490,13547,14378,27925,11317,14318,25635,8.6,8.1,16.7,7.4,7.5,14.9,5.3,6.0,11.2,5.7,5.8,11.5,10.1,10.7,20.7,8.4,10.6,19.0,Springfield, OH,Metro Area,44220,44220
619,"Starkville, MS Micro Area",310M500US44260,59280,29490,29790,4007,3794,7801,10924,9776,20700,3313,3472,6785,2320,2521,4841,4167,4636,8803,3181,4032,7213,6.8,6.4,13.2,18.4,16.5,34.9,5.6,5.9,11.4,3.9,4.3,8.2,7.0,7.8,14.8,5.4,6.8,12.2,Starkville, MS,Micro Area,44260,44260
620,"State College, PA Metro Area",310M500US44300,161960,85202,76758,9119,8848,17967,28606,23180,51786,10072,7964,18036,9647,8143,17790,14281,13415,27696,10150,12156,22306,5.6,5.5,11.1,17.7,14.3,32.0,6.2,4.9,11.1,6.0,5.0,11.0,8.8,8.3,17.1,6.3,7.5,13.8,State College, PA,Metro Area,44300,44300
621,"Statesboro, GA Micro Area",310M500US44340,76120,37316,38804,5456,5436,10892,12391,11752,24143,4438,4821,9259,3555,3940,7495,5445,6083,11528,3804,4675,8479,7.2,7.1,14.3,16.3,15.4,31.7,5.8,6.3,12.2,4.7,5.2,9.8,7.2,8.0,15.1,5.0,6.1,11.1,Statesboro, GA,Micro Area,44340,44340
622,"Staunton, VA Metro Area",310M500US44420,121651,60274,61377,9419,8471,17890,8630,8611,17241,7134,6912,14046,7919,7744,15663,12910,13235,26145,10976,13422,24398,7.7,7.0,14.7,7.1,7.1,14.2,5.9,5.7,11.5,6.5,6.4,12.9,10.6,10.9,21.5,9.0,11.0,20.1,Staunton, VA,Metro Area,44420,44420
623,"Steamboat Springs, CO Micro Area",310M500US44460,25072,13044,12028,1764,1735,3499,2083,1704,3787,2242,1830,4072,1773,1564,3337,2752,2861,5613,1896,1768,3664,7.0,6.9,14.0,8.3,6.8,15.1,8.9,7.3,16.2,7.1,6.2,13.3,11.0,11.4,22.4,7.6,7.1,14.6,Steamboat Springs, CO,Micro Area,44460,44460
624,"Stephenville, TX Micro Area",310M500US44500,41841,20347,21494,3137,3039,6176,5555,6371,11926,2367,2447,4814,1903,1908,3811,3277,3387,6664,2685,3190,5875,7.5,7.3,14.8,13.3,15.2,28.5,5.7,5.8,11.5,4.5,4.6,9.1,7.8,8.1,15.9,6.4,7.6,14.0,Stephenville, TX,Micro Area,44500,44500
625,"Sterling, CO Micro Area",310M500US44540,22380,12086,10294,1530,1418,2948,2492,1704,4196,1865,1029,2894,1459,1090,2549,2268,2037,4305,1732,2106,3838,6.8,6.3,13.2,11.1,7.6,18.7,8.3,4.6,12.9,6.5,4.9,11.4,10.1,9.1,19.2,7.7,9.4,17.1,Sterling, CO,Micro Area,44540,44540
626,"Sterling, IL Micro Area",310M500US44580,56016,27705,28311,4767,4522,9289,3882,3602,7484,2727,2917,5644,3641,3420,7061,5954,6026,11980,5138,6233,11371,8.5,8.1,16.6,6.9,6.4,13.4,4.9,5.2,10.1,6.5,6.1,12.6,10.6,10.8,21.4,9.2,11.1,20.3,Sterling, IL,Micro Area,44580,44580
627,"Stevens Point, WI Micro Area",310M500US44620,70632,35584,35048,5275,4946,10221,8249,7743,15992,3920,3707,7627,4060,3894,7954,7015,7000,14015,5291,6060,11351,7.5,7.0,14.5,11.7,11.0,22.6,5.5,5.2,10.8,5.7,5.5,11.3,9.9,9.9,19.8,7.5,8.6,16.1,Stevens Point, WI,Micro Area,44620,44620
628,"Stillwater, OK Micro Area",310M500US44660,81815,41976,39839,6050,5248,11298,15291,13142,28433,4706,4380,9086,3832,3583,7415,5417,5749,11166,4467,5595,10062,7.4,6.4,13.8,18.7,16.1,34.8,5.8,5.4,11.1,4.7,4.4,9.1,6.6,7.0,13.6,5.5,6.8,12.3,Stillwater, OK,Micro Area,44660,44660
629,"Stockton, CA Metro Area",310M500US44700,742603,370152,372451,77208,73105,150313,64953,60791,125744,50200,48568,98768,46519,47477,93996,63398,64915,128313,41075,52006,93081,10.4,9.8,20.2,8.7,8.2,16.9,6.8,6.5,13.3,6.3,6.4,12.7,8.5,8.7,17.3,5.5,7.0,12.5,Stockton, CA,Metro Area,44700,44700
630,"Storm Lake, IA Micro Area",310M500US44740,20058,9999,10059,1860,1837,3697,1747,1788,3535,1322,1251,2573,1061,905,1966,1902,1861,3763,1371,1656,3027,9.3,9.2,18.4,8.7,8.9,17.6,6.6,6.2,12.8,5.3,4.5,9.8,9.5,9.3,18.8,6.8,8.3,15.1,Storm Lake, IA,Micro Area,44740,44740
631,"Sturgis, MI Micro Area",310M500US44780,60836,30353,30483,5608,5365,10973,4481,4116,8597,3513,3541,7054,3670,3386,7056,6202,6354,12556,4769,5798,10567,9.2,8.8,18.0,7.4,6.8,14.1,5.8,5.8,11.6,6.0,5.6,11.6,10.2,10.4,20.6,7.8,9.5,17.4,Sturgis, MI,Micro Area,44780,44780
632,"Sulphur Springs, TX Micro Area",310M500US44860,36486,17904,18582,3439,3340,6779,2605,2462,5067,2071,2327,4398,2084,2200,4284,3469,3512,6981,3042,3624,6666,9.4,9.2,18.6,7.1,6.7,13.9,5.7,6.4,12.1,5.7,6.0,11.7,9.5,9.6,19.1,8.3,9.9,18.3,Sulphur Springs, TX,Micro Area,44860,44860
