CBSA,GEOID,CBSAFIPS,total,U5,school,18_20s,30s,40s,50_65,O65,PU5,Pschool,P18_20s,P30s,P40s,P50_65,PO65
"Logan, WV Micro Area",310M200US30880,30880,36169,1950,5523,4587,4733,4964,8649,5763,5.4,15.3,12.7,13.1,13.7,23.9,15.9
"Logansport, IN Micro Area",310M200US30900,30900,38730,2537,7066,5371,4602,5371,7766,6017,6.6,18.2,13.9,11.9,13.9,20.1,15.5
"London, KY Micro Area",310M200US30940,30940,126949,8152,22280,19357,16553,17040,25191,18376,6.4,17.6,15.2,13.0,13.4,19.8,14.5
"Longview, TX Metro Area",310M200US30980,30980,216746,15266,38253,35451,26820,27463,42231,31262,7.0,17.6,16.4,12.4,12.7,19.5,14.4
"Manitowoc, WI Micro Area",310M200US31820,31820,80805,4314,13176,10329,8561,11308,18744,14373,5.3,16.3,12.8,10.6,14.0,23.2,17.8
"Mankato-North Mankato, MN Metro Area",310M200US31860,31860,97643,5735,14247,26406,11153,10844,17061,12197,5.9,14.6,27.0,11.4,11.1,17.5,12.5
"Mansfield, OH Metro Area",310M200US31900,31900,122813,6999,20097,17607,15020,15955,25978,21157,5.7,16.4,14.3,12.2,13.0,21.2,17.2
"Marietta, OH Micro Area",310M200US31930,31930,61473,3079,9386,8827,7024,7860,13981,11316,5.0,15.3,14.4,11.4,12.8,22.7,18.4
"Marinette, WI-MI Micro Area",310M200US31940,31940,65326,3085,9977,7795,6553,8369,16051,13496,4.7,15.3,11.9,10.0,12.8,24.6,20.7
"Marion, IN Micro Area",310M200US31980,31980,69313,3860,10836,12783,7318,8503,14306,11707,5.6,15.6,18.4,10.6,12.3,20.6,16.9
"Longview, WA Metro Area",310M200US31020,31020,102072,6273,17679,14076,12032,12779,22098,17135,6.1,17.3,13.8,11.8,12.5,21.6,16.8
"Los Alamos, NM Micro Area",310M200US31060,31060,17974,894,3352,1823,2130,2463,4474,2838,5.0,18.6,10.1,11.9,13.7,24.9,15.8
"Los Angeles-Long Beach-Anaheim, CA Metro Area",310M200US31080,31080,13060534,836548,2240702,2385431,1853696,1875443,2336659,1532055,6.4,17.2,18.3,14.2,14.4,17.9,11.7
"Louisville/Jefferson County, KY-IN Metro Area",310M200US31140,31140,1253305,78571,214782,192110,165186,173883,258550,170223,6.3,17.1,15.3,13.2,13.9,20.6,13.6
"Lubbock, TX Metro Area",310M200US31180,31180,298578,21004,51755,73271,36821,32806,48376,34545,7.0,17.3,24.5,12.3,11.0,16.2,11.6
"Ludington, MI Micro Area",310M200US31220,31220,28705,1560,4488,3609,2915,3502,6859,5772,5.4,15.6,12.6,10.2,12.2,23.9,20.1
"Lufkin, TX Micro Area",310M200US31260,31260,87433,6256,16821,13498,11018,11237,16133,12470,7.2,19.2,15.4,12.6,12.9,18.5,14.3
"Lumberton, NC Micro Area",310M200US31300,31300,134913,10050,25507,23466,17377,17053,25091,16369,7.4,18.9,17.4,12.9,12.6,18.6,12.1
"Lynchburg, VA Metro Area",310M200US31340,31340,255440,13576,39198,48238,26503,32641,53041,42243,5.3,15.3,18.9,10.4,12.8,20.8,16.5
"Macomb, IL Micro Area",310M200US31380,31380,32388,1448,3815,11024,2949,3048,5404,4700,4.5,11.8,34.0,9.1,9.4,16.7,14.5
"Macon, GA Metro Area",310M200US31420,31420,231956,15674,41435,37650,27544,30625,46969,32059,6.8,17.9,16.2,11.9,13.2,20.2,13.8
"Madera, CA Metro Area",310M200US31460,31460,152452,11788,31047,26263,20101,18862,25966,18425,7.7,20.4,17.2,13.2,12.4,17.0,12.1
"Madison, IN Micro Area",310M200US31500,31500,32447,1835,5269,5150,3651,4720,6889,4933,5.7,16.2,15.9,11.3,14.5,21.2,15.2
"Madison, WI Metro Area",310M200US31540,31540,620368,37236,97565,122506,86027,82726,120319,73989,6.0,15.7,19.7,13.9,13.3,19.4,11.9
"Madisonville, KY Micro Area",310M200US31580,31580,46684,2943,7804,6350,6101,5945,9976,7565,6.3,16.7,13.6,13.1,12.7,21.4,16.2
"Magnolia, AR Micro Area",310M200US31620,31620,24400,1417,3951,5287,2515,2885,4404,3941,5.8,16.2,21.7,10.3,11.8,18.0,16.2
"Malone, NY Micro Area",310M200US31660,31660,51508,2681,7639,8962,6537,7501,10902,7286,5.2,14.8,17.4,12.7,14.6,21.2,14.1
"Malvern, AR Micro Area",310M200US31680,31680,33277,1863,5509,4914,4250,4273,6978,5490,5.6,16.6,14.8,12.8,12.8,21.0,16.5
"Manchester-Nashua, NH Metro Area",310M200US31700,31700,402776,22823,67865,60424,50829,61758,87287,51790,5.7,16.8,15.0,12.6,15.3,21.7,12.9
"Manhattan, KS Metro Area",310M200US31740,31740,96816,7142,13031,36230,11519,8100,12373,8421,7.4,13.5,37.4,11.9,8.4,12.8,8.7
"Marion, NC Micro Area",310M200US32000,32000,44982,2253,7320,5950,5327,6563,9649,7920,5.0,16.3,13.2,11.8,14.6,21.5,17.6
"Marion, OH Micro Area",310M200US32020,32020,66171,3766,10431,9936,8492,9308,14316,9922,5.7,15.8,15.0,12.8,14.1,21.6,15.0
"Marquette, MI Micro Area",310M200US32100,32100,67535,3394,8986,14557,7275,8076,14763,10484,5.0,13.3,21.6,10.8,12.0,21.9,15.5
"Marshall, MN Micro Area",310M200US32140,32140,25724,1836,4434,4984,3101,3024,4793,3552,7.1,17.2,19.4,12.1,11.8,18.6,13.8
"Marshall, MO Micro Area",310M200US32180,32180,23363,1412,3927,4151,2715,2710,4632,3816,6.0,16.8,17.8,11.6,11.6,19.8,16.3
"Marshall, TX Micro Area",310M200US32220,32220,66971,4496,12348,10887,8136,8284,13188,9632,6.7,18.4,16.3,12.1,12.4,19.7,14.4
"Marshalltown, IA Micro Area",310M200US32260,32260,40922,2847,7429,5920,4734,4819,8323,6850,7.0,18.2,14.5,11.6,11.8,20.3,16.7
"Martin, TN Micro Area",310M200US32280,32280,34699,1900,4935,7960,3877,4062,6529,5436,5.5,14.2,22.9,11.2,11.7,18.8,15.7
"Martinsville, VA Micro Area",310M200US32300,32300,66705,3679,10108,8267,6818,9305,14841,13687,5.5,15.2,12.4,10.2,13.9,22.2,20.5
"Maryville, MO Micro Area",310M200US32340,32340,23296,1116,2938,8015,2349,2149,3610,3119,4.8,12.6,34.4,10.1,9.2,15.5,13.4
"Mason City, IA Micro Area",310M200US32380,32380,51274,2807,8051,6903,5598,6453,11826,9636,5.5,15.7,13.5,10.9,12.6,23.1,18.8
"Mayagüez, PR Metro Area",310M200US32420,32420,102448,4964,15127,21158,10827,11441,18675,20256,4.8,14.8,20.7,10.6,11.2,18.2,19.8
"Mayfield, KY Micro Area",310M200US32460,32460,37451,2588,6530,5135,4301,5102,7547,6248,6.9,17.4,13.7,11.5,13.6,20.2,16.7
"Maysville, KY Micro Area",310M200US32500,32500,17398,1152,3035,2380,1872,2516,3779,2664,6.6,17.4,13.7,10.8,14.5,21.7,15.3
"McAlester, OK Micro Area",310M200US32540,32540,45220,2830,7230,6623,5384,5700,9390,8063,6.3,16.0,14.6,11.9,12.6,20.8,17.8
"McAllen-Edinburg-Mission, TX Metro Area",310M200US32580,32580,806447,77740,197060,142973,110032,95196,104058,79388,9.6,24.4,17.7,13.6,11.8,12.9,9.8
"McComb, MS Micro Area",310M200US32620,32620,53166,3585,10020,7620,5729,6849,10902,8461,6.7,18.8,14.3,10.8,12.9,20.5,15.9
