CBSA,GEOID,total,mtotal,mu5,ftotal,fu5,tu5,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmu5,Pfu5,Ptu5,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,CBSAFIPS
"Roanoke Rapids, NC Micro Area",310M200US40260,75113,36120,2187,38993,1862,4049,6252,5953,12205,5286,5159,10445,4083,3690,7773,4591,5241,9832,8069,8926,16995,5652,8162,13814,2.9,2.5,5.4,8.3,7.9,16.2,7.0,6.9,13.9,5.4,4.9,10.3,6.1,7.0,13.1,10.7,11.9,22.6,7.5,10.9,18.4,Roanoke Rapids, NC,40260
"Rochelle, IL Micro Area",310M200US40300,52782,26159,1483,26623,1337,2820,4885,4861,9746,3553,3311,6864,3196,2904,6100,3528,3868,7396,5617,5641,11258,3897,4701,8598,2.8,2.5,5.3,9.3,9.2,18.5,6.7,6.3,13.0,6.1,5.5,11.6,6.7,7.3,14.0,10.6,10.7,21.3,7.4,8.9,16.3,Rochelle, IL,40300
"Rochester, MN Metro Area",310M200US40340,210004,103411,7533,106593,6994,14527,19243,18546,37789,14816,15213,30029,14261,13585,27846,13576,14006,27582,20644,21608,42252,13338,16641,29979,3.6,3.3,6.9,9.2,8.8,18.0,7.1,7.2,14.3,6.8,6.5,13.3,6.5,6.7,13.1,9.8,10.3,20.1,6.4,7.9,14.3,Rochester, MN,40340
"Rock Springs, WY Micro Area",310M200US40540,44595,23283,1785,21312,1684,3469,4511,4098,8609,4119,3685,7804,3562,3054,6616,2738,2597,5335,4698,4171,8869,1870,2023,3893,4.0,3.8,7.8,10.1,9.2,19.3,9.2,8.3,17.5,8.0,6.8,14.8,6.1,5.8,12.0,10.5,9.4,19.9,4.2,4.5,8.7,Rock Springs, WY,40540
"Rochester, NY Metro Area",310M200US40380,1082578,526377,30489,556201,29455,59944,89813,86652,176465,94722,92693,187415,59602,62943,122545,71664,74846,146510,110180,117188,227368,69907,92424,162331,2.8,2.7,5.5,8.3,8.0,16.3,8.7,8.6,17.3,5.5,5.8,11.3,6.6,6.9,13.5,10.2,10.8,21.0,6.5,8.5,15.0,Rochester, NY,40380
"Rockford, IL Metro Area",310M200US40420,346031,169591,11300,176440,10860,22160,32421,31308,63729,25236,25117,50353,20987,21099,42086,23676,24596,48272,34286,35377,69663,21685,28083,49768,3.3,3.1,6.4,9.4,9.0,18.4,7.3,7.3,14.6,6.1,6.1,12.2,6.8,7.1,14.0,9.9,10.2,20.1,6.3,8.1,14.4,Rockford, IL,40420
"Rockingham, NC Micro Area",310M200US40460,46317,22674,1389,23643,1318,2707,4219,4274,8493,3706,3337,7043,2506,2477,4983,3221,3298,6519,4630,5001,9631,3003,3938,6941,3.0,2.8,5.8,9.1,9.2,18.3,8.0,7.2,15.2,5.4,5.3,10.8,7.0,7.1,14.1,10.0,10.8,20.8,6.5,8.5,15.0,Rockingham, NC,40460
"Rocky Mount, NC Metro Area",310M200US40580,150953,71844,4613,79109,4647,9260,13554,12614,26168,10843,11120,21963,8269,9251,17520,9735,10577,20312,15327,17257,32584,9503,13643,23146,3.1,3.1,6.1,9.0,8.4,17.3,7.2,7.4,14.5,5.5,6.1,11.6,6.4,7.0,13.5,10.2,11.4,21.6,6.3,9.0,15.3,Rocky Mount, NC,40580
"Rolla, MO Micro Area",310M200US40620,45091,23512,1351,21579,1299,2650,3618,3383,7001,6655,3988,10643,2578,2457,5035,2477,2603,5080,3981,4261,8242,2852,3588,6440,3.0,2.9,5.9,8.0,7.5,15.5,14.8,8.8,23.6,5.7,5.4,11.2,5.5,5.8,11.3,8.8,9.4,18.3,6.3,8.0,14.3,Rolla, MO,40620
"Rome, GA Metro Area",310M200US40660,96146,46493,3133,49653,3049,6182,8386,8389,16775,7755,8250,16005,5691,5693,11384,6552,6567,13119,8930,9534,18464,6046,8171,14217,3.3,3.2,6.4,8.7,8.7,17.4,8.1,8.6,16.6,5.9,5.9,11.8,6.8,6.8,13.6,9.3,9.9,19.2,6.3,8.5,14.8,Rome, GA,40660
"Roseburg, OR Micro Area",310M200US40700,107156,52920,2815,54236,2647,5462,8137,7651,15788,6808,6578,13386,5517,5201,10718,6074,6493,12567,12285,13030,25315,11284,12636,23920,2.6,2.5,5.1,7.6,7.1,14.7,6.4,6.1,12.5,5.1,4.9,10.0,5.7,6.1,11.7,11.5,12.2,23.6,10.5,11.8,22.3,Roseburg, OR,40700
"Roswell, NM Micro Area",310M200US40740,65850,32575,2510,33275,2480,4990,6644,6337,12981,5861,5214,11075,3537,3725,7262,3951,4130,8081,5782,6289,12071,4290,5100,9390,3.8,3.8,7.6,10.1,9.6,19.7,8.9,7.9,16.8,5.4,5.7,11.0,6.0,6.3,12.3,8.8,9.6,18.3,6.5,7.7,14.3,Roswell, NM,40740
"Russellville, AR Micro Area",310M200US40780,84621,42255,3012,42366,2618,5630,7383,7010,14393,8279,7822,16101,5138,4671,9809,5443,5647,11090,7686,7902,15588,5314,6696,12010,3.6,3.1,6.7,8.7,8.3,17.0,9.8,9.2,19.0,6.1,5.5,11.6,6.4,6.7,13.1,9.1,9.3,18.4,6.3,7.9,14.2,Russellville, AR,40780
"Ruston, LA Micro Area",310M200US40820,47243,22889,1387,24354,1373,2760,3445,3384,6829,7865,7838,15703,2569,2552,5121,1929,2277,4206,3407,3677,7084,2287,3253,5540,2.9,2.9,5.8,7.3,7.2,14.5,16.6,16.6,33.2,5.4,5.4,10.8,4.1,4.8,8.9,7.2,7.8,15.0,4.8,6.9,11.7,Ruston, LA,40820
"Rutland, VT Micro Area",310M200US40860,60864,30042,1382,30822,1317,2699,4495,4125,8620,4805,4474,9279,2900,2892,5792,4159,4237,8396,7423,7722,15145,4878,6055,10933,2.3,2.2,4.4,7.4,6.8,14.2,7.9,7.4,15.2,4.8,4.8,9.5,6.8,7.0,13.8,12.2,12.7,24.9,8.0,9.9,18.0,Rutland, VT,40860
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",310M200US40900,2197422,1076441,72058,1120981,68742,140800,199482,190962,390444,190739,187570,378309,142974,143819,286793,144758,149810,294568,201987,219552,421539,124443,160526,284969,3.3,3.1,6.4,9.1,8.7,17.8,8.7,8.5,17.2,6.5,6.5,13.1,6.6,6.8,13.4,9.2,10.0,19.2,5.7,7.3,13.0,Sacramento--Roseville--Arden-Arcade, CA,40900
"Safford, AZ Micro Area",310M200US40940,37311,20023,1530,17288,1479,3009,3738,3681,7419,4026,3076,7102,2990,2051,5041,2638,1753,4391,3068,2873,5941,2033,2375,4408,4.1,4.0,8.1,10.0,9.9,19.9,10.8,8.2,19.0,8.0,5.5,13.5,7.1,4.7,11.8,8.2,7.7,15.9,5.4,6.4,11.8,Safford, AZ,40940
"Saginaw, MI Metro Area",310M200US40980,197727,95723,5919,102004,5544,11463,17036,16206,33242,16147,16178,32325,10809,10990,21799,12159,12926,25085,19950,21954,41904,13703,18206,31909,3.0,2.8,5.8,8.6,8.2,16.8,8.2,8.2,16.3,5.5,5.6,11.0,6.1,6.5,12.7,10.1,11.1,21.2,6.9,9.2,16.1,Saginaw, MI,40980
"St. Cloud, MN Metro Area",310M200US41060,190708,95884,6300,94824,6082,12382,16297,15735,32032,20801,19719,40520,12082,11075,23157,11857,11782,23639,17600,17120,34720,10947,13311,24258,3.3,3.2,6.5,8.5,8.3,16.8,10.9,10.3,21.2,6.3,5.8,12.1,6.2,6.2,12.4,9.2,9.0,18.2,5.7,7.0,12.7,St. Cloud, MN,41060
"St. George, UT Metro Area",310M200US41100,144844,71546,6032,73298,5646,11678,15850,14850,30700,11048,11392,22440,8918,8403,17321,6626,7031,13657,10402,12035,22437,12670,13941,26611,4.2,3.9,8.1,10.9,10.3,21.2,7.6,7.9,15.5,6.2,5.8,12.0,4.6,4.9,9.4,7.2,8.3,15.5,8.7,9.6,18.4,St. George, UT,41100
"St. Joseph, MO-KS Metro Area",310M200US41140,127637,65456,4053,62181,3848,7901,10668,10169,20837,11496,9894,21390,9304,7334,16638,8877,7683,16560,13143,12435,25578,7915,10818,18733,3.2,3.0,6.2,8.4,8.0,16.3,9.0,7.8,16.8,7.3,5.7,13.0,7.0,6.0,13.0,10.3,9.7,20.0,6.2,8.5,14.7,St. Joseph, MO,41140
"St. Louis, MO-IL Metro Area",310M200US41180,2797737,1354888,88449,1442849,83488,171937,244720,233436,478156,220466,223510,443976,172803,181212,354015,184462,194612,379074,278043,299566,577609,165945,227025,392970,3.2,3.0,6.1,8.7,8.3,17.1,7.9,8.0,15.9,6.2,6.5,12.7,6.6,7.0,13.5,9.9,10.7,20.6,5.9,8.1,14.0,St. Louis, MO,41180
"St. Marys, GA Micro Area",310M200US41220,51193,26288,2079,24905,1862,3941,4830,4548,9378,6441,4605,11046,3082,3259,6341,3191,3242,6433,4225,4656,8881,2440,2733,5173,4.1,3.6,7.7,9.4,8.9,18.3,12.6,9.0,21.6,6.0,6.4,12.4,6.2,6.3,12.6,8.3,9.1,17.3,4.8,5.3,10.1,St. Marys, GA,41220
"Salem, OH Micro Area",310M200US41400,106622,53541,2873,53081,2886,5759,8716,8212,16928,7161,6746,13907,7085,5918,13003,7280,6806,14086,12314,12118,24432,8112,10395,18507,2.7,2.7,5.4,8.2,7.7,15.9,6.7,6.3,13.0,6.6,5.6,12.2,6.8,6.4,13.2,11.5,11.4,22.9,7.6,9.7,17.4,Salem, OH,41400
"Salem, OR Metro Area",310M200US41420,396912,196306,14038,200606,13419,27457,37436,36272,73708,33919,32809,66728,25214,24745,49959,25317,23995,49312,35765,38218,73983,24617,31148,55765,3.5,3.4,6.9,9.4,9.1,18.6,8.5,8.3,16.8,6.4,6.2,12.6,6.4,6.0,12.4,9.0,9.6,18.6,6.2,7.8,14.0,Salem, OR,41420
"Salina, KS Micro Area",310M200US41460,61868,30748,2066,31120,2195,4261,5713,5271,10984,5096,4540,9636,3688,3683,7371,3900,3704,7604,6120,6314,12434,4165,5413,9578,3.3,3.5,6.9,9.2,8.5,17.8,8.2,7.3,15.6,6.0,6.0,11.9,6.3,6.0,12.3,9.9,10.2,20.1,6.7,8.7,15.5,Salina, KS,41460
"Salinas, CA Metro Area",310M200US41500,424927,218060,17097,206867,16169,33266,40846,38606,79452,41941,36628,78569,32682,27324,60006,28027,25402,53429,36205,36105,72310,21262,26633,47895,4.0,3.8,7.8,9.6,9.1,18.7,9.9,8.6,18.5,7.7,6.4,14.1,6.6,6.0,12.6,8.5,8.5,17.0,5.0,6.3,11.3,Salinas, CA,41500
"Salisbury, MD-DE Metro Area",310M200US41540,381868,186311,11040,195557,10279,21319,27845,27217,55062,30459,29994,60453,19991,19971,39962,23475,23334,46809,39039,43396,82435,34462,41366,75828,2.9,2.7,5.6,7.3,7.1,14.4,8.0,7.9,15.8,5.2,5.2,10.5,6.1,6.1,12.3,10.2,11.4,21.6,9.0,10.8,19.9,Salisbury, MD,41540
"Salt Lake City, UT Metro Area",310M200US41620,1123643,564616,48448,559027,46277,94725,118555,113365,231920,104695,101383,206078,90948,86192,177140,70064,67206,137270,86639,88333,174972,45267,56271,101538,4.3,4.1,8.4,10.6,10.1,20.6,9.3,9.0,18.3,8.1,7.7,15.8,6.2,6.0,12.2,7.7,7.9,15.6,4.0,5.0,9.0,Salt Lake City, UT,41620
"San Angelo, TX Metro Area",310M200US41660,115142,56746,4067,58396,3859,7926,9695,9300,18995,12955,11499,24454,6811,6666,13477,6087,6893,12980,10083,11016,21099,7048,9163,16211,3.5,3.4,6.9,8.4,8.1,16.5,11.3,10.0,21.2,5.9,5.8,11.7,5.3,6.0,11.3,8.8,9.6,18.3,6.1,8.0,14.1,San Angelo, TX,41660
"San Antonio-New Braunfels, TX Metro Area",310M200US41700,2239222,1101982,81414,1137240,78010,159424,218446,210517,428963,205075,192828,397903,150271,153106,303377,146020,151730,297750,187597,205350,392947,113159,145699,258858,3.6,3.5,7.1,9.8,9.4,19.2,9.2,8.6,17.8,6.7,6.8,13.5,6.5,6.8,13.3,8.4,9.2,17.5,5.1,6.5,11.6,San Antonio-New Braunfels, TX,41700
"San Diego-Carlsbad, CA Metro Area",310M200US41740,3183143,1598266,106662,1584877,102347,209009,265268,252621,517889,339133,291618,630751,228195,218752,446947,213716,213201,426917,277994,291457,569451,167298,214881,382179,3.4,3.2,6.6,8.3,7.9,16.3,10.7,9.2,19.8,7.2,6.9,14.0,6.7,6.7,13.4,8.7,9.2,17.9,5.3,6.8,12.0,San Diego-Carlsbad, CA,41740
"Sandpoint, ID Micro Area",310M200US41760,40899,20450,1036,20449,1025,2061,3345,3135,6480,2281,2107,4388,2144,2134,4278,2471,2528,4999,5226,5555,10781,3947,3965,7912,2.5,2.5,5.0,8.2,7.7,15.8,5.6,5.2,10.7,5.2,5.2,10.5,6.0,6.2,12.2,12.8,13.6,26.4,9.7,9.7,19.3,Sandpoint, ID,41760
"Sandusky, OH Micro Area",310M200US41780,76416,37408,2071,39008,1979,4050,6250,6097,12347,5001,5077,10078,4033,4080,8113,4975,5045,10020,8645,9122,17767,6433,7608,14041,2.7,2.6,5.3,8.2,8.0,16.2,6.5,6.6,13.2,5.3,5.3,10.6,6.5,6.6,13.1,11.3,11.9,23.3,8.4,10.0,18.4,Sandusky, OH,41780
"Sanford, NC Micro Area",310M200US41820,59096,28919,2111,30177,2051,4162,5588,5388,10976,4487,4333,8820,3793,3578,7371,3969,4151,8120,5408,5773,11181,3563,4903,8466,3.6,3.5,7.0,9.5,9.1,18.6,7.6,7.3,14.9,6.4,6.1,12.5,6.7,7.0,13.7,9.2,9.8,18.9,6.0,8.3,14.3,Sanford, NC,41820
"San Francisco-Oakland-Hayward, CA Metro Area",310M200US41860,4466251,2202384,132734,2263867,127224,259958,340971,326945,667916,366108,357453,723561,336798,337143,673941,334177,326795,660972,432828,451848,884676,258768,336459,595227,3.0,2.8,5.8,7.6,7.3,15.0,8.2,8.0,16.2,7.5,7.5,15.1,7.5,7.3,14.8,9.7,10.1,19.8,5.8,7.5,13.3,San Francisco-Oakland-Hayward, CA,41860
"San Germán, PR Metro Area",310M200US41900,135240,65133,3762,70107,3539,7301,11712,10942,22654,10364,10244,20608,7573,8745,16318,8663,8901,17564,11617,13502,25119,11442,14234,25676,2.8,2.6,5.4,8.7,8.1,16.8,7.7,7.6,15.2,5.6,6.5,12.1,6.4,6.6,13.0,8.6,10.0,18.6,8.5,10.5,19.0,San Germán, PR,41900
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",310M200US41940,1898457,953276,65112,945181,62010,127122,165245,157832,323077,161591,146456,308047,147089,141381,288470,146034,141236,287270,170828,172976,343804,97377,123290,220667,3.4,3.3,6.7,8.7,8.3,17.0,8.5,7.7,16.2,7.7,7.4,15.2,7.7,7.4,15.1,9.0,9.1,18.1,5.1,6.5,11.6,San Jose-Sunnyvale-Santa Clara, CA,41940
"San Juan-Carolina-Caguas, PR Metro Area",310M200US41980,2297987,1092152,66170,1205835,63257,129427,203879,193382,397261,188063,192282,380345,142553,156597,299150,143802,161205,305007,192444,231611,424055,155241,207501,362742,2.9,2.8,5.6,8.9,8.4,17.3,8.2,8.4,16.6,6.2,6.8,13.0,6.3,7.0,13.3,8.4,10.1,18.5,6.8,9.0,15.8,San Juan-Carolina-Caguas, PR,41980
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",310M200US42020,274184,139946,6892,134238,6514,13406,19010,18309,37319,32123,26325,58448,15617,13582,29199,17556,15509,33065,28400,29601,58001,20348,24398,44746,2.5,2.4,4.9,6.9,6.7,13.6,11.7,9.6,21.3,5.7,5.0,10.6,6.4,5.7,12.1,10.4,10.8,21.2,7.4,8.9,16.3,San Luis Obispo-Paso Robles-Arroyo Grande, CA,42020
"Santa Cruz-Watsonville, CA Metro Area",310M200US42100,267203,132817,7659,134386,7452,15111,20508,19372,39880,28687,27553,56240,16444,15607,32051,17107,17489,34596,27991,28722,56713,14421,18191,32612,2.9,2.8,5.7,7.7,7.2,14.9,10.7,10.3,21.0,6.2,5.8,12.0,6.4,6.5,12.9,10.5,10.7,21.2,5.4,6.8,12.2,Santa Cruz-Watsonville, CA,42100
"Santa Fe, NM Metro Area",310M200US42140,146361,71323,3854,75038,3794,7648,11014,10918,21932,10005,9258,19263,9053,8440,17493,9155,9592,18747,16800,19060,35860,11442,13976,25418,2.6,2.6,5.2,7.5,7.5,15.0,6.8,6.3,13.2,6.2,5.8,12.0,6.3,6.6,12.8,11.5,13.0,24.5,7.8,9.5,17.4,Santa Fe, NM,42140
"Santa Isabel, PR Micro Area",310M200US42180,23114,11186,737,11928,738,1475,2516,2284,4800,1722,1911,3633,1533,1841,3374,1564,1634,3198,1749,1879,3628,1365,1641,3006,3.2,3.2,6.4,10.9,9.9,20.8,7.5,8.3,15.7,6.6,8.0,14.6,6.8,7.1,13.8,7.6,8.1,15.7,5.9,7.1,13.0,Santa Isabel, PR,42180
"Santa Maria-Santa Barbara, CA Metro Area",310M200US42200,431555,216370,14249,215185,13621,27870,35968,34272,70240,50482,46569,97051,27846,24952,52798,25806,25190,50996,36624,38197,74821,25395,32384,57779,3.3,3.2,6.5,8.3,7.9,16.3,11.7,10.8,22.5,6.5,5.8,12.2,6.0,5.8,11.8,8.5,8.9,17.3,5.9,7.5,13.4,Santa Maria-Santa Barbara, CA,42200
"Santa Rosa, CA Metro Area",310M200US42220,491790,241329,13799,250461,13408,27207,39632,37693,77325,40128,37412,77540,30704,29811,60515,32417,32719,65136,51989,56943,108932,32660,42475,75135,2.8,2.7,5.5,8.1,7.7,15.7,8.2,7.6,15.8,6.2,6.1,12.3,6.6,6.7,13.2,10.6,11.6,22.2,6.6,8.6,15.3,Santa Rosa, CA,42220
"Sault Ste. Marie, MI Micro Area",310M200US42300,38698,21273,1012,17425,1094,2106,3028,2741,5769,4080,2863,6943,2924,1974,4898,3194,2036,5230,4234,3605,7839,2801,3112,5913,2.6,2.8,5.4,7.8,7.1,14.9,10.5,7.4,17.9,7.6,5.1,12.7,8.3,5.3,13.5,10.9,9.3,20.3,7.2,8.0,15.3,Sault Ste. Marie, MI,42300
"Savannah, GA Metro Area",310M200US42340,361161,175399,12631,185762,12190,24821,31254,29509,60763,35615,35998,71613,23866,24616,48482,22503,23751,46254,30527,34712,65239,19003,24986,43989,3.5,3.4,6.9,8.7,8.2,16.8,9.9,10.0,19.8,6.6,6.8,13.4,6.2,6.6,12.8,8.5,9.6,18.1,5.3,6.9,12.2,Savannah, GA,42340
"Sayre, PA Micro Area",310M200US42380,62510,30884,1854,31626,1848,3702,5319,4944,10263,4040,3873,7913,3192,3269,6461,4207,4220,8427,7021,7173,14194,5251,6299,11550,3.0,3.0,5.9,8.5,7.9,16.4,6.5,6.2,12.7,5.1,5.2,10.3,6.7,6.8,13.5,11.2,11.5,22.7,8.4,10.1,18.5,Sayre, PA,42380
"Scottsbluff, NE Micro Area",310M200US42420,38911,18836,1304,20075,1299,2603,3503,3365,6868,2810,2903,5713,2202,2506,4708,2199,2039,4238,3958,4159,8117,2860,3804,6664,3.4,3.3,6.7,9.0,8.6,17.7,7.2,7.5,14.7,5.7,6.4,12.1,5.7,5.2,10.9,10.2,10.7,20.9,7.4,9.8,17.1,Scottsbluff, NE,42420
"Scottsboro, AL Micro Area",310M200US42460,53012,26187,1566,26825,1356,2922,4555,4231,8786,3627,3288,6915,3241,3440,6681,3447,3373,6820,5681,6003,11684,4070,5134,9204,3.0,2.6,5.5,8.6,8.0,16.6,6.8,6.2,13.0,6.1,6.5,12.6,6.5,6.4,12.9,10.7,11.3,22.0,7.7,9.7,17.4,Scottsboro, AL,42460
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",310M200US42540,562644,274978,14796,287666,14164,28960,43177,40539,83716,44709,42726,87435,32128,30647,62775,38383,38458,76841,59198,61050,120248,42587,60082,102669,2.6,2.5,5.1,7.7,7.2,14.9,7.9,7.6,15.5,5.7,5.4,11.2,6.8,6.8,13.7,10.5,10.9,21.4,7.6,10.7,18.2,Scranton--Wilkes-Barre--Hazleton, PA,42540
"Searcy, AR Micro Area",310M200US42620,78275,38540,2719,39735,2447,5166,6919,6494,13413,7375,7610,14985,4522,4356,8878,5196,5244,10440,6766,7180,13946,5043,6404,11447,3.5,3.1,6.6,8.8,8.3,17.1,9.4,9.7,19.1,5.8,5.6,11.3,6.6,6.7,13.3,8.6,9.2,17.8,6.4,8.2,14.6,Searcy, AR,42620
"Seattle-Tacoma-Bellevue, WA Metro Area",310M200US42660,3557037,1773931,116618,1783106,111655,228273,291014,277896,568910,310634,294436,605070,268986,260848,529834,262469,254554,517023,343804,352759,696563,180406,230958,411364,3.3,3.1,6.4,8.2,7.8,16.0,8.7,8.3,17.0,7.6,7.3,14.9,7.4,7.2,14.5,9.7,9.9,19.6,5.1,6.5,11.6,Seattle-Tacoma-Bellevue, WA,42660
"Sebastian-Vero Beach, FL Metro Area",310M200US42680,140918,67809,3184,73109,3151,6335,9966,9334,19300,8299,7482,15781,6184,6106,12290,7672,8616,16288,14188,16414,30602,18316,22006,40322,2.3,2.2,4.5,7.1,6.6,13.7,5.9,5.3,11.2,4.4,4.3,8.7,5.4,6.1,11.6,10.1,11.6,21.7,13.0,15.6,28.6,Sebastian-Vero Beach, FL,42680
"Sebring, FL Metro Area",310M200US42700,98261,47726,2456,50535,2408,4864,6499,6416,12915,5656,5066,10722,4367,4274,8641,4669,4873,9542,8900,10205,19105,15179,17293,32472,2.5,2.5,5.0,6.6,6.5,13.1,5.8,5.2,10.9,4.4,4.3,8.8,4.8,5.0,9.7,9.1,10.4,19.4,15.4,17.6,33.0,Sebring, FL,42700
"Sedalia, MO Micro Area",310M200US42740,42213,20709,1538,21504,1473,3011,3900,3762,7662,3322,3306,6628,2416,2453,4869,2755,2782,5537,4098,4117,8215,2680,3611,6291,3.6,3.5,7.1,9.2,8.9,18.2,7.9,7.8,15.7,5.7,5.8,11.5,6.5,6.6,13.1,9.7,9.8,19.5,6.3,8.6,14.9,Sedalia, MO,42740
"Selinsgrove, PA Micro Area",310M200US42780,39922,19804,1184,20118,1043,2227,3410,3113,6523,3575,3522,7097,2177,2208,4385,2638,2567,5205,4028,4026,8054,2792,3639,6431,3.0,2.6,5.6,8.5,7.8,16.3,9.0,8.8,17.8,5.5,5.5,11.0,6.6,6.4,13.0,10.1,10.1,20.2,7.0,9.1,16.1,Selinsgrove, PA,42780
"Selma, AL Micro Area",310M200US42820,42743,19775,1503,22968,1496,2999,4090,3937,8027,3014,3508,6522,2167,2669,4836,2258,2855,5113,4129,4798,8927,2614,3705,6319,3.5,3.5,7.0,9.6,9.2,18.8,7.1,8.2,15.3,5.1,6.2,11.3,5.3,6.7,12.0,9.7,11.2,20.9,6.1,8.7,14.8,Selma, AL,42820
"Seneca, SC Micro Area",310M200US42860,74656,36772,2146,37884,1962,4108,5668,5666,11334,5294,4798,10092,4245,4305,8550,4506,4458,8964,7906,8593,16499,7007,8102,15109,2.9,2.6,5.5,7.6,7.6,15.2,7.1,6.4,13.5,5.7,5.8,11.5,6.0,6.0,12.0,10.6,11.5,22.1,9.4,10.9,20.2,Seneca, SC,42860
"Seneca Falls, NY Micro Area",310M200US42900,35232,18451,939,16781,880,1819,2676,2607,5283,3367,2288,5655,2223,1669,3892,2576,2256,4832,4023,3893,7916,2647,3188,5835,2.7,2.5,5.2,7.6,7.4,15.0,9.6,6.5,16.1,6.3,4.7,11.0,7.3,6.4,13.7,11.4,11.0,22.5,7.5,9.0,16.6,Seneca Falls, NY,42900
"Sevierville, TN Micro Area",310M200US42940,92561,45609,2873,46952,2422,5295,7678,7062,14740,6762,6246,13008,5284,5629,10913,6579,6664,13243,9451,10585,20036,6982,8344,15326,3.1,2.6,5.7,8.3,7.6,15.9,7.3,6.7,14.1,5.7,6.1,11.8,7.1,7.2,14.3,10.2,11.4,21.6,7.5,9.0,16.6,Sevierville, TN,42940
"Seymour, IN Micro Area",310M200US42980,43127,21579,1587,21548,1304,2891,3903,3719,7622,3138,2962,6100,2971,2748,5719,2973,2888,5861,4190,4311,8501,2817,3616,6433,3.7,3.0,6.7,9.1,8.6,17.7,7.3,6.9,14.1,6.9,6.4,13.3,6.9,6.7,13.6,9.7,10.0,19.7,6.5,8.4,14.9,Seymour, IN,42980
"Sioux City, IA-NE-SD Metro Area",310M200US43580,168824,83243,6279,85581,6169,12448,16311,16061,32372,13243,12693,25936,10261,10625,20886,10551,10065,20616,16347,16595,32942,10251,13373,23624,3.7,3.7,7.4,9.7,9.5,19.2,7.8,7.5,15.4,6.1,6.3,12.4,6.2,6.0,12.2,9.7,9.8,19.5,6.1,7.9,14.0,Sioux City, IA,43580
"Sioux Falls, SD Metro Area",310M200US43620,238294,119056,9571,119238,9014,18585,22253,20919,43172,20157,19845,40002,17138,16192,33330,16258,15325,31583,21762,22180,43942,11917,15763,27680,4.0,3.8,7.8,9.3,8.8,18.1,8.5,8.3,16.8,7.2,6.8,14.0,6.8,6.4,13.3,9.1,9.3,18.4,5.0,6.6,11.6,Sioux Falls, SD,43620
"Snyder, TX Micro Area",310M200US43660,17108,9163,662,7945,578,1240,1545,1555,3100,1539,1172,2711,1511,1030,2541,1199,764,1963,1664,1502,3166,1043,1344,2387,3.9,3.4,7.2,9.0,9.1,18.1,9.0,6.9,15.8,8.8,6.0,14.9,7.0,4.5,11.5,9.7,8.8,18.5,6.1,7.9,14.0,Snyder, TX,43660
"Somerset, KY Micro Area",310M200US43700,63505,31016,1842,32489,1863,3705,5479,5203,10682,4251,4162,8413,3744,3703,7447,4372,4541,8913,6525,7032,13557,4803,5985,10788,2.9,2.9,5.8,8.6,8.2,16.8,6.7,6.6,13.2,5.9,5.8,11.7,6.9,7.2,14.0,10.3,11.1,21.3,7.6,9.4,17.0,Somerset, KY,43700
"Somerset, PA Micro Area",310M200US43740,77011,39793,1742,37218,1794,3536,5579,5341,10920,5710,4312,10022,5157,4019,9176,5699,4770,10469,9319,8575,17894,6587,8407,14994,2.3,2.3,4.6,7.2,6.9,14.2,7.4,5.6,13.0,6.7,5.2,11.9,7.4,6.2,13.6,12.1,11.1,23.2,8.6,10.9,19.5,Somerset, PA,43740
"Sonora, CA Micro Area",310M200US43760,54347,28423,1131,25924,1104,2235,3437,3481,6918,4313,3009,7322,3446,2348,5794,3543,2749,6292,6917,6946,13863,5636,6287,11923,2.1,2.0,4.1,6.3,6.4,12.7,7.9,5.5,13.5,6.3,4.3,10.7,6.5,5.1,11.6,12.7,12.8,25.5,10.4,11.6,21.9,Sonora, CA,43760
"South Bend-Mishawaka, IN-MI Metro Area",310M200US43780,318917,155212,10107,163705,9990,20097,28774,27457,56231,26401,27456,53857,18216,18989,37205,20492,20888,41380,31436,32683,64119,19786,26242,46028,3.2,3.1,6.3,9.0,8.6,17.6,8.3,8.6,16.9,5.7,6.0,11.7,6.4,6.5,13.0,9.9,10.2,20.1,6.2,8.2,14.4,South Bend-Mishawaka, IN,43780
"Spartanburg, SC Metro Area",310M200US43900,317057,153667,10296,163390,10026,20322,28465,26789,55254,24469,25455,49924,18598,19939,38537,21854,21875,43729,30220,32964,63184,19765,26342,46107,3.2,3.2,6.4,9.0,8.4,17.4,7.7,8.0,15.7,5.9,6.3,12.2,6.9,6.9,13.8,9.5,10.4,19.9,6.2,8.3,14.5,Spartanburg, SC,43900
